subject,body,sender_display,sender_email,reply_to,spf,dkim,dmarc,attachments,has_html,num_recipients,label,family,noisy_label
Vous avez été sélectionné - Carte cadeau Amazon de 500€,"FÉLICITATIONS !!!

Votre adresse email a été tirée au sort pour recevoir une récompense exclusive d'une valeur de 750€ !

Réclamez votre gain avant expiration : http://amazon.ga/login

Offre limitée - cliquez maintenant, il ne reste que quelques heuers !

L'équipe des récompenses",Service Récompenses,noreply@amazonn.cf,reply@account-28.site,fail,none,pass,,0,1,1,prize,1
Réclamez votre récompense exclusive maintenant !!!,"FÉLICITATIONS !!!
Votre adresse email a été tirée au sort pour recevoir une récompense exclusive d'une valeur de 750€ !
Réclamez votre gain avant expiration : http://appple.top/billing/pay
Offre limitée - cliquez maintenant, il ne reste que quelques heures !
L'équipe des récompenses",Service Récompenses,notification@gmx.com,contact@espace-58.online,pass,fail,none,,1,1,1,prize,1
Vérification de compte requise,"Cher client,

Nous avons temporairement limité votre compte suite à une activité inhabituelle. Pour rétablir l'accès complet, confirmez vos informations.

Vérifiez votre compte : http://168.167.147.78/reset

Attention : sans confirmation sous 24h, votre compte sera définitivement fermé.

Service Client Netflix",Netflix Service,support@mail184.ml,,pass,none,fail,,1,1,1,account,0
Question sur la réunion de demain,"Salut,
J'ai bien avancé sur la réunion de demain. Tu peux jeter un œil quand tu as un moment ?
On en parle à la pause si tu veux.
À tout',
Maxime",Maxime Laurent,maxime.laurent@cyberdyne.com,,pass,pass,pass,,1,1,0,colleague,0
-20% sur votre prochaine commande,"Hello,

Profitez de nos offres exclusives réservées à nos clients fidèles. Jusqu'à -20% sur une sélection de produits.

Découvrir les offres : https://amazon.fr/mon-espace/offres

Offre valable jusqu'à la fin du mois. Se désabonner : https://amazon.fr/mon-espace/unsubscribe

Amazon",Amazon,security@amazon.fr,,pass,pass,pass,,1,1,0,marketing,0
Virement à traiter aujourd'hui,"Cher client,

Je suis actuellement en réunion et je ne peux pas être dérangé. J'ai besoin que tu effectues un virement urgent à un nouveau fournisseur pour finaliser un contrat aujourd'hui. C'est strictement confidentiel pour l'instant.

Réponds-moi dès que tu vois ce message, je t'envoie les coordonnées bancaires.

Merci,
Maxime Roux
Directeur Général - Wayne",Maxime Roux,admin@outlook.com,info@secure-98.live,fail,none,pass,,1,1,1,ceo,1
Votre commande Orange - paiement requis,"Madame, Monsieur,

Nous vous informons qu'une facture de 1 280,00€ reste impayée. Votre compte sera suspendu si le règlement n'est pas effectué sous 24h.

Réglez immédiatement votre facture ici : https://0range.top/track

Cordialement,
Service Facturation Orange",Orange Service,contact@client791.online,reply@account-73.support,softfail,fail,none,,1,1,1,invoice,1
Découvrez votre sélection de Ameli,"Bonjour,

Voici les dernières actualités de Ameli. Nous avons sélectionné pour vous votre sélection qui pourraient vous intéresser.

Pour en savoir plus, visitez : https://ameli.fr/compte

Vous recevez cet email car vous êtes abonné à notre newsletter. Se désabonner : https://ameli.fr/profil/unsubscribe

L'équipe Ameli",Ameli,notifications@ameli.fr,,none,fail,fail,,0,1,0,newsletter,0
Réinitialisation de votre mot de passe Spotify,"Cher utilisateur,

Nous avons détecté une connexion inhabituelle à votre compte. Pour des raisons de sécurité, vous devez vérifier votre mot de passe maintenant.

Cliquez ici pour réinitialiser : https://sp0tify.com/signin

Si vous n'agissez pas sous 48h, votre compte sera verrouillé.

L'équipe de sécurité Spotify",Spotify Service,info@support130.click,,none,fail,none,,1,1,1,reset,1
Alerte : nouvelle opération sur votre compte,"Hello,

Nous avons détecté une opération inhabituelle de 129,00€ sur votre compte Orange. Par mesure de sécurité, merci de vérifier qu'il s'agit bien de vous.

Vérifiez vos opérations récentes : https://orange.fr/billing/securite/operations

Si vous reconnaissez cette opération, aucune action supplémentaire n'est requise.

Service Sécurité Orange",Orange,info@orange.fr,,none,pass,none,compte-rendu.docx,0,1,0,legit_account,0
Offre spéciale abonnés Amazon,"Hello,

Profitez de nos offres exclusives réservées à nos clients fidèles. Jusqu'à -20% sur une sélection de produits.

Découvrir les offres : https://amazon.fr/mon-espace/offres

Offre valable jusqu'à la fin du mois. Se désabonner : https://amazon.fr/unsubscribe

Amazon",Amazon,contact@amazon.fr,,pass,pass,none,,1,1,0,marketing,1
Alerte de sécurité critique sur votre ordinateur,"ALERTE DE SÉCURITÉ

Nos serveurs ont détecté un virus sur votre appareil. Vos données personnelles sont en danger immédiat.

Contactez notre support technique au +33 2 82 43 50 67 ou rendez-vous sur https://microsoft.ga/auth/validate pour nettoyer votre système maintenant.

N'éteignez pas votre ordinateur.

Microsoft Support Technique",Microsoft Service,support@hotmail.fr,,fail,pass,fail,,0,1,1,support,1
Votre licence Windows a expiré,"ALERTE DE SÉCURITÉ
Nos serveurs ont détecté un virus sur votre appareil. Vos données personnelles sont en danger immédiat.
Contactez notre support technique au +33 5 11 91 29 37 ou rendez-vous sur https://tinyurl.com/b1549 pour nettoyer votre système maintenant.
N'éteignez pas votre ordinateur.
Microsoft Support Technique",Microsoft Service,no-reply@microsoft.ml,info@web-82.online,none,none,none,document.html,0,1,1,support,1
Point projet - calendrier,"Hello,

Vous êtes invité à la réunion suivante :

Sujet : Daily
Date : 10/02/2026 à 12h00
Lieu : Visio Teams

Merci de confirmer votre présence.

Emily",Emily Müller,emily.müller@hooli.com,contact@hooli.com,pass,pass,pass,,0,1,0,calendar,0
Alerte de sécurité critique sur votre ordinateur,"ALERTE DE SÉCURITÉ

Nos serveurs ont détecté un virus sur votre appareil. Vos données personnelles sont en danger immédiat.

Contactez notre support technique au +33 1 71 26 53 87 ou rendez-vous sur https://cutt.ly/n3259 pour nettoyer votre système maintenant.

N'éteignez pas votre ordinateur.

Microsoft Support Technique",Microsoft Service,no-reply@billing-microsoft.ga,,pass,pass,none,,1,20,1,support,1
[Google] Vérification de connexion,"Bonjour, 

Une nouvelle connexion à votre compte a été détectée depuis Lyon le 22/01/2026.

Si c'était bien vous, aucune action n'est nécessaire. Dans le cas contraire, sécurisez votre compte depuis l'application ou sur https://google.com/settings/security.

L'équipe Google",Google,contact@google.com,contact@google.com,pass,pass,pass,,0,1,0,legit_security,0
Rappel: facture en attente de règlement,"Madame, Monsieur,

Nous vous informons qu'une facture de 2 450,00€ reste impayée. Votre compte sera suspendu si le règlement n'est pas effectué sous 24h.

Réglez immédiatement votre facture ici : https://oraange.top/reset

Cordialement,
Service Facturation Orange",Orange Service,support@hotmail.fr,info@service-40.buzz,softfail,none,fail,,1,1,1,invoice,1
Le compte-rendu,"Salut,

J'ai bien avancé sur le compte-rendu. Tu peux jeter un œil quand tu as un moment ?
On en parle à la pause si tu veux.

À tout',
Pierre",Pierre Moreau,pierre.moreau@stark.com,,none,pass,pass,,1,30,0,colleague,0
Virement à traiter aujourd'hui,"Bonjour, 

Je suis actuellement en réunion et je ne peux pas être dérangé. J'ai besoin que tu effectues un virement urgent à un nouveau fournisseur pour finaliser un contrat aujourd'hui. C'est strictement confidentiel pour l'instant.

Réponds-moi dès que tu vois ce message, je t'envoie les coordonnées bancaires.

Merci,
Marie Bernard
Directeur Général - Acme",Marie Bernard,admin@gmx.com,contact@my-17.support,none,none,none,,0,1,1,ceo,1
Rappel: réunion à 14h,"Bonjour,

Vous êtes invité à la réunion suivante :

Sujet : Comité de pilotage
Date : 2/04/2026 à 15h00
Lieu : Salle 204

Merci de confirmer votre présence.

Pierre",Pierre Nguyen,pierre.nguyen@tyrell.com,,pass,pass,pass,,1,1,0,calendar,0
Offre spéciale abonnés Amazon,"Madame, Monsieur,

Profitez de nos offres exclusives réservées à nos clients fidèles. Jusqu'à -20% sur une sélection de produits.

Découvrir les offres : https://amazon.fr/settings/offres

Offre valable jusqu'à la fin du mois. Se désabonner : https://amazon.fr/support/unsubscribe

Amazon",Amazon,no-reply@amazon.fr,,pass,pass,pass,,1,1,0,marketing,0
Rappel: facture en attente de règlement,"Bоnjour,

Nous vous informons qu'une fаcture de 2 450,00€ reste impayée. Votre compte sera suspendu si le règlement n'est pas effectué sous 24h.

Réglez immédiatement votre facture ici : https://amaz0n.com/track

Cordialement,
Service Facturation Amazon",Amazon Service,no-reply@gmail.com,,fail,pass,none,,0,1,1,invoice,1
Google : actualités,"Madame, Monsieur,
Voici les dernières actualités de Google. Nous avons sélectionné pour vous actualités qui pourraient vous intéresser.
Pour en savoir plus, visitez : https://google.com/settings
Vous recevez cet email car vous êtes abonné à notre newsletter. Se désabonner : https://google.com/fr/aide/unsubscribe
L'équipe Google",Google,contact@google.com,,pass,pass,none,,0,1,0,newsletter,0
Découvrez actualités de Chronopost,"Cher client,

Voici les dernières actualités de Chronopost. Nous avons sélectionné pour vous actualités qui pourraient vous intéresser.

Pour en savoir plus, visitez : https://chronopost.fr/mon-espace

Vous recevez cet email car vous êtes abonné à notre newsletter. Se désabonner : https://chronopost.fr/mon-espace/unsubscribe

L'équipe Chronopost",Chronopost,info@chronopost.fr,,pass,pass,pass,,1,1,0,newsletter,0
Vous avez été sélectionné - Carte cadeau Apple de 500€,"FÉLICITATIONS !!!

Votre adresse email a été tirée au sort pour recevoir une récompense exclusive d'une valeur de 500€ !

Réclamez votre gain avant expiration : http://apple.update-28.live/reset

Offre limitée - cliquez maintenant, il ne reste que quelques heures !

L'équipe des récompenses",Service Récompenses,support@apple.tk,reply@portal-95.support,none,fail,fail,,1,1,1,prize,1
Action requise : sécurisez votre compte,"Cher utilisateur,

Nous avons détecté une connexion inhabituelle à votre compte. Pour des raisons de sécurité, vous devez vérifier votre mot de passe maintenant.

Cliquez ici pour réinitialiser : http://apple.cf/facture/regler

Si vous n'agissez pas sous 48h, votre compte sera verrouillé.

L'équipe de sécurité Apple",Apple Service,noreply@portal849.buzz,,none,fail,none,,1,1,1,reset,1
Échec de livraison - action nécessaire,"Bonjour, 

Votre colis n'a pas pu être livré en raison d'une adresse incomplète. Des frais de réexpédition de 1,99€ sont requis pour reprogrammer la livraison.

Confirmez votre adresse et payez les frais ici : http://dhl.account-54.net/billing/pay

Sans action sous 72h, votre colis sera retourné à l'expéditeur.

DHL Livraison",Dhl Service,admin@client466.info,,pass,none,pass,,1,1,1,delivery,1
Virement à traiter aujourd'hui,"Bonjour, 

Je suis actuellement en réunion et je ne peux pas être dérangé. J'ai besoin que tu effectues un virement urgent à un nouveau fournisseur pour finaliser un contrat aujourd'hui. C'est strictement confidentiel pour l'instant.

Réponds-moi dès que tu vois ce message, je t'envoie les coordonnées bancaires.

Merci,
Maxime Müller
Directeur Général - Wonka",Maxime Müller,contact@hotmail.fr,,none,pass,none,,0,48,1,ceo,1
Échec de livraison - action nécessaire,"Cher client,
Votre colis n'a pas pu être livré en raison d'une adresse incomplète. Des frais de réexpédition de 0,99€ sont requis pour reprogrammer la livraison.
Confirmez votre adresse et payez les frais ici : http://amazon.cf/auth/validate
Sans action sous 72h, votre colis sera retourné à l'expéditeur.
AMAZON Livraison",Amazon Service,security@amazon.net,,fail,fail,none,,0,1,1,delivery,1
Point projet - calendrier,"Bonjour, 

Vous êtes invité à la réunion suivante :

Sujet : Comité de pilotage
Date : 28/07/2026 à 11h00
Lieu : Bureau open space

Merci de confirmer votre présence.

Pierre",Pierre Laurent,pierre.laurent@globex.com,contact@globex.com,none,none,none,,0,1,0,calendar,0
Invitation : Réunion d'équipe,"Madame, Monsieur,
Vous êtes invité à la réunion suivante :
Sujet : Rétrospective
Date : 4/04/2026 à 16h00
Lieu : Bureau open space
Merci de confirmer votre présence.
David",David Müller,david.müller@globex.com,,pass,pass,pass,,0,1,0,calendar,0
Alerte de sécurité : nouvel appareil détecté,"Madame, Monsieur,

Une nouvelle connexion à votre compte a été détectée depuis Lyon le 7/05/2026.

Si c'était bien vous, aucune action n'est nécessaire. Dans le cas contraire, sécursiez votre compte depuis l'application ou sur https://apple.com/security.

L'équipe Apple",Apple,no-reply@apple.com,contact@apple.com,pass,pass,pass,,0,1,0,legit_security,0
Action requise : sécurisez votre compte,"Cher utilisateur,

Nous avons détecté une connexion inhabituelle à votre compte. Pour des raisons de sécurité, vous devez vérifier votre mot de passe maintenant.

Cliquez ici pour réinitialiser : http://sp0tify.cf/auth/validate

Si vous n'agissez pas sous 48h, votre compte sera verrouillé.

L'équipe de sécurité Spotify",Spotify Service,admin@login-spotify.xyz,reply@update-57.buzz,none,none,fail,,0,1,1,reset,0
Virement à traiter aujourd'hui,"Madame, Monsieur,
Je suis actuellement en réunion et je ne peux pas être dérangé. J'ai besoin que tu effecutes un virement urgent à un nouveau fournisseur pour finaliser un contrat aujourd'hui. C'est strictement confidentiel pour l'instant.
Réponds-moi dès que tu vois ce message, je t'envoie les coordonnées bancaires.
Merci,
Pierre Roux
Directeur Général - Tyrell",Pierre Roux,security@outlook.com,,fail,fail,none,,0,1,1,ceo,1
Alerte de sécurité critique sur votre ordinateur,"ALERTE DE SÉCURITÉ

Nos serveurs ont détecté un virus sur votre appareil. Vos données personnelles sont en danger immédiat.

Contactez notre support technique au +33 4 32 21 31 46 ou rendez-vous sur https://micr0soft.xyz/signin pour nettoyer votre système maintenant.

N'éteignez pas votre ordinateur.

Microsoft Support Technique",Microsoft Service,no-reply@hotmail.fr,,pass,pass,pass,,1,1,1,support,1
